,Id,income,age,experience,married,house_ownership,car_ownership,profession,city,state,current_job_years,current_house_years,risk_flag
248549,248550,4091930,50,6,single,rented,no,Technical_writer,Anand,Gujarat,6,14,0
39938,39939,1762916,68,16,single,rented,no,Geologist,Tinsukia,Assam,5,13,0
64494,64495,9704512,78,15,single,rented,no,Artist,Panipat,Haryana,11,14,1
229684,229685,9767041,68,5,single,rented,no,Graphic_Designer,Muzaffarnagar,Uttar_Pradesh,4,14,0
4309,4310,1989746,43,12,single,rented,yes,Physician,Siliguri,West_Bengal,4,14,0
116885,116886,6755991,65,0,single,rented,no,Librarian,Anantapuram[24],Andhra_Pradesh,0,12,0
153453,153454,2564196,55,20,single,rented,no,Statistician,Siliguri,West_Bengal,10,14,0
46019,46020,413811,78,6,single,rented,yes,Magistrate,Akola,Maharashtra,6,11,1
212416,212417,315735,37,3,single,rented,no,Industrial_Engineer,Bhalswa_Jahangir_Pur,Delhi,3,10,0
53992,53993,1729774,28,6,married,rented,yes,Technical_writer,Nadiad,Gujarat,5,10,0
7111,7112,1888040,43,2,married,rented,no,Official,Tiruvottiyur,Tamil_Nadu,2,13,0
38989,38990,4167093,77,18,single,owned,no,Chartered_Accountant,Farrukhabad,Uttar_Pradesh,13,12,0
120930,120931,5994323,55,10,single,rented,yes,Police_officer,Tezpur,Assam,10,10,1
127517,127518,9306411,66,16,single,rented,no,Statistician,Pune,Maharashtra,3,10,0
26342,26343,5301496,68,10,single,rented,no,Consultant,Ratlam,Madhya_Pradesh,10,12,0
228096,228097,5757999,35,11,single,rented,no,Magistrate,Belgaum,Karnataka,5,12,0
52413,52414,9222946,69,19,single,rented,no,Aviator,Sasaram[30],Bihar,3,12,0
36904,36905,4570845,47,3,single,rented,no,Web_designer,Srinagar,Jammu_and_Kashmir,3,14,1
146798,146799,9079013,31,6,married,rented,no,Analyst,Malda,West_Bengal,6,10,0
20218,20219,2861281,25,19,single,rented,no,Air_traffic_controller,Sirsa,Haryana,5,12,0
233075,233076,8185732,65,11,single,rented,no,Microbiologist,Kurnool[18],Andhra_Pradesh,8,11,0
237380,237381,6575730,58,5,single,rented,no,Psychologist,Korba,Chhattisgarh,5,13,0
38456,38457,6875625,77,7,married,rented,no,Surveyor,Parbhani,Maharashtra,7,11,1
55584,55585,4888756,59,6,single,rented,no,Physician,Bhilwara,Rajasthan,6,14,0
33609,33610,8596569,69,0,single,rented,no,Biomedical_Engineer,Vijayanagaram,Andhra_Pradesh,0,13,1
101318,101319,4786725,24,11,single,rented,no,Lawyer,Jaunpur,Uttar_Pradesh,7,11,0
113131,113132,8758130,34,20,married,rented,no,Surgeon,Bhalswa_Jahangir_Pur,Delhi,9,10,0
98830,98831,8901524,72,17,single,rented,no,Secretary,Panipat,Haryana,4,12,0
152693,152694,450549,22,3,single,rented,yes,Official,Agra,Uttar_Pradesh,3,13,0
154736,154737,7369452,45,5,single,rented,no,Librarian,Pune,Maharashtra,5,10,0
90856,90857,3371958,23,15,single,rented,no,Chartered_Accountant,Erode[17],Tamil_Nadu,4,12,1
41067,41068,6798278,67,15,single,rented,no,Designer,Latur,Maharashtra,9,10,0
193634,193635,247326,68,1,single,rented,no,Designer,Deoghar,Jharkhand,1,13,0
132573,132574,7985754,37,8,single,rented,no,Civil_engineer,Tirunelveli,Tamil_Nadu,6,14,0
188422,188423,9085689,26,1,single,rented,no,Secretary,Nanded,Maharashtra,1,13,0
93288,93289,5223754,56,3,single,rented,no,Mechanical_engineer,Sambalpur,Odisha,3,13,0
95947,95948,9945612,48,15,single,rented,yes,Politician,Chandrapur,Maharashtra,7,10,0
181117,181118,753622,74,18,single,rented,no,Design_Engineer,Vasai-Virar,Maharashtra,10,10,0
193578,193579,8224128,50,17,single,rented,yes,Mechanical_engineer,Madhyamgram,West_Bengal,5,11,0
146941,146942,8185066,45,0,single,rented,yes,Industrial_Engineer,Solapur,Maharashtra,0,12,0
238101,238102,5666004,57,16,single,rented,yes,Magistrate,Jamnagar,Gujarat,4,11,0
246495,246496,7344431,46,3,single,rented,yes,Petroleum_Engineer,Bhiwani,Haryana,3,10,0
13371,13372,7665233,79,10,single,rented,no,Secretary,Erode[17],Tamil_Nadu,3,12,1
196042,196043,1896404,66,17,married,rented,yes,Designer,Davanagere,Karnataka,13,14,0
195916,195917,5022180,57,2,single,rented,no,Librarian,Dharmavaram,Andhra_Pradesh,2,11,1
236449,236450,6685730,29,10,married,rented,yes,Chemical_engineer,Ratlam,Madhya_Pradesh,9,14,0
147353,147354,2421681,33,8,single,rented,yes,Technology_specialist,Kurnool[18],Andhra_Pradesh,4,13,0
217692,217693,7508537,73,20,married,rented,no,Chartered_Accountant,Kadapa[23],Andhra_Pradesh,11,13,0
21252,21253,273058,67,8,single,rented,no,Physician,Anantapur,Andhra_Pradesh,7,11,0
244530,244531,6222440,26,7,single,rented,no,Lawyer,Bharatpur,Rajasthan,6,12,0
2600,2601,317564,32,4,single,rented,no,Mechanical_engineer,Kamarhati,West_Bengal,4,14,0
202678,202679,9513619,76,2,single,rented,no,Financial_Analyst,Haldia,West_Bengal,2,14,0
205036,205037,661426,64,7,single,rented,no,Magistrate,Guna,Madhya_Pradesh,7,13,0
220700,220701,8849911,38,12,single,rented,yes,Dentist,Bhind,Madhya_Pradesh,5,14,0
159177,159178,1225686,65,9,single,rented,no,Comedian,Hospet,Karnataka,5,13,0
14692,14693,2188913,66,19,single,rented,no,Design_Engineer,Bharatpur,Rajasthan,3,12,0
48366,48367,1051358,43,14,single,rented,no,Computer_hardware_engineer,Indore,Madhya_Pradesh,7,10,0
28765,28766,912537,27,20,single,rented,no,Flight_attendant,Bathinda,Punjab,11,11,0
101705,101706,5722719,71,1,single,rented,no,Technology_specialist,Kumbakonam,Tamil_Nadu,1,14,0
150775,150776,7809590,75,17,single,rented,no,Secretary,Asansol,West_Bengal,7,12,0
33293,33294,4508919,59,6,single,rented,yes,Artist,"Khora,_Ghaziabad",Uttar_Pradesh,6,14,0
90288,90289,8986859,56,3,single,owned,yes,Web_designer,Ujjain,Madhya_Pradesh,3,14,0
247919,247920,3980473,57,13,single,rented,no,Computer_operator,Thoothukudi,Tamil_Nadu,10,11,1
155467,155468,4407294,73,20,single,rented,no,Biomedical_Engineer,Surat,Gujarat,7,12,0
152874,152875,5303030,35,7,single,rented,no,Air_traffic_controller,Kavali,Andhra_Pradesh,6,13,0
194067,194068,8455363,78,9,single,rented,no,Flight_attendant,Pimpri-Chinchwad,Maharashtra,9,11,0
91312,91313,2334618,60,10,single,rented,no,Geologist,Jodhpur,Rajasthan,3,11,0
219263,219264,4685820,25,10,married,rented,no,Flight_attendant,Motihari[34],Bihar,6,14,0
204989,204990,2859242,33,12,single,rented,yes,Surveyor,Hosur,Tamil_Nadu,9,11,0
196074,196075,52436,37,19,married,rented,yes,Graphic_Designer,Panipat,Haryana,10,14,0
125305,125306,1652825,65,0,single,rented,no,Technical_writer,Nagpur,Maharashtra,0,14,0
194772,194773,7914034,23,2,single,rented,no,Chef,Gulbarga,Karnataka,2,10,1
140966,140967,6106749,43,9,single,rented,no,Physician,Pallavaram,Tamil_Nadu,9,13,0
81475,81476,5169846,54,13,single,rented,no,Magistrate,Nellore[14][15],Andhra_Pradesh,5,10,0
133302,133303,3935358,54,15,single,norent_noown,yes,Scientist,Kanpur,Uttar_Pradesh,5,10,0
170420,170421,871215,68,19,single,rented,yes,Financial_Analyst,Shivpuri,Madhya_Pradesh,6,11,0
246940,246941,5591028,40,19,single,owned,no,Technical_writer,Adoni,Andhra_Pradesh,13,14,0
134579,134580,7712137,34,5,single,rented,yes,Official,Pune,Maharashtra,5,11,0
240244,240245,2480237,67,2,single,owned,yes,Computer_hardware_engineer,Ajmer,Rajasthan,2,12,0
41092,41093,5305177,23,17,single,rented,no,Statistician,Etawah,Uttar_Pradesh,9,11,1
51177,51178,8589490,32,10,single,rented,no,Statistician,Amravati,Maharashtra,10,10,0
45081,45082,5315413,35,14,single,rented,no,Artist,Udaipur,Rajasthan,5,11,0
78787,78788,7915651,64,8,single,rented,no,Psychologist,Jamnagar,Gujarat,3,12,0
72077,72078,5239824,58,6,single,rented,no,Flight_attendant,Burhanpur,Madhya_Pradesh,6,12,0
76906,76907,1591082,66,3,single,rented,no,Police_officer,Nandyal,Andhra_Pradesh,3,11,1
7485,7486,1506859,30,11,single,rented,no,Surveyor,Raichur,Karnataka,5,10,0
67858,67859,8588790,53,3,single,rented,yes,Air_traffic_controller,Bidar,Karnataka,3,14,0
172061,172062,9396804,66,8,married,rented,no,Industrial_Engineer,Bidhannagar,West_Bengal,8,10,0
86976,86977,9976498,69,12,single,rented,no,Drafter,Guna,Madhya_Pradesh,12,10,0
60102,60103,3890846,58,16,married,rented,yes,Police_officer,Guntur[13],Andhra_Pradesh,4,11,0
170350,170351,4270229,73,5,single,rented,no,Scientist,Chapra,Bihar,5,11,0
81117,81118,7187813,47,2,single,rented,no,Flight_attendant,Parbhani,Maharashtra,2,13,1
60249,60250,2157311,78,14,single,rented,no,Chef,Sonipat,Haryana,6,12,1
235778,235779,5661769,70,8,single,norent_noown,no,Firefighter,Mangalore,Karnataka,3,11,0
160239,160240,283529,39,20,single,rented,no,Web_designer,Kurnool[18],Andhra_Pradesh,9,14,0
5039,5040,5617309,75,16,married,rented,yes,Geologist,Berhampore,West_Bengal,6,12,0
230469,230470,378712,48,6,married,rented,yes,Chartered_Accountant,Mehsana,Gujarat,6,12,0
59777,59778,9078403,25,18,married,rented,no,Official,Vijayanagaram,Andhra_Pradesh,9,12,0
222591,222592,8248011,79,7,single,rented,no,Magistrate,Karnal,Haryana,7,11,1
190675,190676,1969614,56,14,single,rented,yes,Drafter,Jalna,Maharashtra,12,14,0
56917,56918,9335221,72,15,single,rented,no,Politician,Arrah,Bihar,4,10,0
150902,150903,6003650,53,12,single,rented,no,Design_Engineer,Narasaraopet,Andhra_Pradesh,10,10,0
162711,162712,7505343,58,15,single,rented,no,Chemical_engineer,Giridih,Jharkhand,4,14,0
31370,31371,6987406,27,10,single,rented,no,Scientist,Agra,Uttar_Pradesh,8,11,1
3146,3147,8162332,74,9,single,rented,no,Industrial_Engineer,Durgapur,West_Bengal,6,10,0
118197,118198,5732813,54,2,single,rented,yes,Geologist,Karnal,Haryana,2,13,0
16991,16992,1746647,69,2,single,rented,yes,Secretary,Jabalpur,Madhya_Pradesh,2,13,0
230896,230897,3572652,57,9,single,rented,yes,Magistrate,Bhimavaram,Andhra_Pradesh,6,11,0
176679,176680,9500698,27,8,single,rented,no,Computer_hardware_engineer,Ramagundam[27],Telangana,8,14,0
135469,135470,3330944,52,7,single,norent_noown,no,Biomedical_Engineer,Thanjavur,Tamil_Nadu,7,10,0
146609,146610,1239373,64,4,single,rented,no,Lawyer,Srinagar,Jammu_and_Kashmir,3,12,0
119326,119327,121035,71,12,single,rented,no,Police_officer,Kavali,Andhra_Pradesh,11,13,0
99166,99167,7257927,75,18,single,rented,no,Chef,Silchar,Assam,10,13,0
88499,88500,5465804,32,10,single,rented,yes,Architect,Ranchi,Jharkhand,6,12,1
68292,68293,5456157,31,14,single,rented,no,Web_designer,Salem,Tamil_Nadu,9,14,0
135612,135613,9241745,23,10,single,rented,no,Web_designer,Madhyamgram,West_Bengal,10,11,0
137179,137180,1771499,25,15,single,norent_noown,no,Industrial_Engineer,Bareilly,Uttar_Pradesh,14,14,0
89347,89348,9627469,48,17,married,rented,no,Drafter,Alwar,Rajasthan,6,14,0
131574,131575,3867310,28,20,single,rented,no,Statistician,Rajpur_Sonarpur,West_Bengal,7,14,0
236676,236677,2697001,66,2,single,rented,no,Economist,Shimoga,Karnataka,2,12,1
209528,209529,3356017,52,0,single,rented,yes,Civil_servant,Etawah,Uttar_Pradesh,0,14,0
39486,39487,4276227,31,11,single,rented,no,Secretary,Karawal_Nagar,Delhi,11,13,1
32531,32532,4421612,79,20,single,rented,no,Firefighter,Rohtak,Haryana,8,11,0
142123,142124,4276227,31,11,single,rented,no,Secretary,Karawal_Nagar,Delhi,11,13,1
65673,65674,9339198,67,14,married,rented,yes,Hotel_Manager,Guntakal,Andhra_Pradesh,11,14,0
13155,13156,8570568,40,6,single,rented,no,Technician,Nangloi_Jat,Delhi,6,10,0
112053,112054,9046485,63,3,single,rented,yes,Statistician,Unnao,Uttar_Pradesh,3,12,0
95189,95190,8407932,26,14,single,rented,yes,Magistrate,Vijayawada,Andhra_Pradesh,6,11,0
141592,141593,9187149,79,1,single,rented,yes,Chartered_Accountant,Nagaon,Assam,1,13,1
232442,232443,8971825,31,14,single,rented,no,Police_officer,Miryalaguda,Telangana,13,14,0
203187,203188,2503612,25,18,single,rented,no,Microbiologist,Saharanpur,Uttar_Pradesh,6,11,0
63356,63357,2135335,26,4,single,rented,no,Firefighter,Kanpur,Uttar_Pradesh,4,11,0
18106,18107,3177468,42,17,married,rented,yes,Computer_hardware_engineer,Eluru[25],Andhra_Pradesh,5,14,0
28906,28907,4436504,56,9,single,rented,yes,Financial_Analyst,Tadepalligudem,Andhra_Pradesh,9,13,0
190063,190064,8118992,52,5,single,rented,no,Dentist,Bokaro,Jharkhand,5,11,0
22387,22388,8057748,46,6,single,rented,yes,Geologist,Rajkot,Gujarat,4,11,0
143386,143387,2637176,68,4,single,rented,no,Geologist,Nizamabad,Telangana,4,12,0
110560,110561,8018101,63,9,single,rented,yes,Air_traffic_controller,Gulbarga,Karnataka,9,13,0
2404,2405,3474234,21,18,single,rented,no,Financial_Analyst,Jaunpur,Uttar_Pradesh,11,14,0
99259,99260,704775,33,8,single,rented,no,Army_officer,Saharanpur,Uttar_Pradesh,4,14,0
198101,198102,1549898,40,3,married,norent_noown,yes,Secretary,Guntur[13],Andhra_Pradesh,3,11,0
32893,32894,9272937,75,18,single,rented,yes,Technology_specialist,Jehanabad[38],Bihar,7,13,0
222220,222221,3591999,21,4,married,rented,yes,Firefighter,Ujjain,Madhya_Pradesh,4,10,0
115662,115663,2062664,55,6,single,rented,no,Graphic_Designer,Navi_Mumbai,Maharashtra,6,13,0
211489,211490,6621319,27,2,single,rented,yes,Politician,Phusro,Jharkhand,2,14,0
167967,167968,5809456,72,16,single,rented,yes,Comedian,Medininagar,Jharkhand,4,10,0
127597,127598,6973577,43,15,married,rented,yes,Financial_Analyst,Bikaner,Rajasthan,5,11,0
35946,35947,4627367,48,11,single,rented,no,Air_traffic_controller,Motihari[34],Bihar,8,11,0
91742,91743,1859505,60,7,single,rented,no,Design_Engineer,Sambalpur,Odisha,7,11,0
141220,141221,6372556,39,10,single,rented,yes,Graphic_Designer,Fatehpur,Uttar_Pradesh,3,13,0
60723,60724,347594,48,11,single,rented,no,Magistrate,Deoghar,Jharkhand,11,11,0
125381,125382,3261320,73,9,single,rented,no,Psychologist,Motihari[34],Bihar,8,10,0
189800,189801,8025541,53,9,married,rented,no,Chemical_engineer,Ghaziabad,Uttar_Pradesh,7,14,0
172397,172398,9043659,62,7,married,rented,no,Air_traffic_controller,Nadiad,Gujarat,7,14,0
185278,185279,7073640,79,6,single,owned,yes,Chef,Dehri[30],Bihar,6,10,0
114160,114161,7359458,29,3,single,rented,no,Consultant,Kirari_Suleman_Nagar,Delhi,3,14,0
186202,186203,6544503,65,13,single,rented,yes,Civil_engineer,Jodhpur,Rajasthan,4,13,0
134508,134509,2659426,43,15,single,rented,no,Scientist,Siwan[32],Bihar,8,14,0
193550,193551,1832125,54,13,single,rented,yes,Scientist,Vijayanagaram,Andhra_Pradesh,12,14,0
126490,126491,968346,54,7,single,norent_noown,no,Analyst,Danapur,Bihar,7,10,0
164743,164744,3455508,34,6,single,rented,no,Official,Thrissur,Kerala,6,10,0
87106,87107,7040268,47,19,single,rented,yes,Software_Developer,Bhalswa_Jahangir_Pur,Delhi,11,13,0
88333,88334,3536292,77,15,single,rented,yes,Surgeon,Suryapet,Telangana,11,10,0
225347,225348,1934515,45,0,single,rented,no,Civil_engineer,Tumkur,Karnataka,0,11,1
245218,245219,9955142,61,8,single,rented,no,Surveyor,Khandwa,Madhya_Pradesh,8,14,0
244366,244367,3358460,30,7,single,rented,yes,Civil_servant,Medininagar,Jharkhand,4,12,0
94169,94170,1085302,69,4,single,rented,no,Flight_attendant,Panihati,West_Bengal,4,10,1
155144,155145,62100,45,10,single,rented,yes,Geologist,Ballia,Uttar_Pradesh,5,13,0
145960,145961,4110754,36,4,single,rented,no,Petroleum_Engineer,Ambattur,Tamil_Nadu,4,13,0
184188,184189,9500602,70,16,single,rented,no,Firefighter,Rampur,Uttar_Pradesh,14,13,0
245588,245589,9404125,24,11,married,rented,no,Technician,Sirsa,Haryana,3,11,0
80637,80638,6838409,26,17,single,rented,no,Mechanical_engineer,Srikakulam,Andhra_Pradesh,11,10,0
174612,174613,6762902,43,10,single,rented,yes,Financial_Analyst,Kozhikode,Kerala,3,13,0
34101,34102,54128,61,13,single,rented,no,Fashion_Designer,Ambala,Haryana,3,13,0
2679,2680,3115639,35,14,single,rented,yes,Technician,Guna,Madhya_Pradesh,14,10,1
89736,89737,380853,71,16,married,rented,no,Financial_Analyst,Akola,Maharashtra,6,10,0
234279,234280,9574901,32,5,single,rented,yes,Magistrate,Jhansi,Uttar_Pradesh,5,14,0
223342,223343,5719359,73,9,single,rented,no,Computer_operator,Pondicherry,Puducherry,9,10,0
115342,115343,5888261,78,6,single,rented,no,Physician,Adoni,Andhra_Pradesh,3,10,0
79026,79027,8996000,75,14,single,rented,yes,Air_traffic_controller,Srinagar,Jammu_and_Kashmir,9,11,0
124579,124580,681770,28,5,single,rented,yes,Computer_operator,Agra,Uttar_Pradesh,5,14,0
142752,142753,2771449,59,6,single,rented,yes,Army_officer,Udaipur,Rajasthan,6,10,0
142138,142139,4387681,49,0,single,rented,no,Official,Bulandshahr,Uttar_Pradesh,0,10,0
9531,9532,5793046,71,5,single,rented,no,Computer_operator,Raebareli,Uttar_Pradesh,5,13,0
221380,221381,9519831,43,17,single,rented,yes,Statistician,Mau,Uttar_Pradesh,6,13,0
60263,60264,1259577,66,15,single,rented,no,Economist,Machilipatnam,Andhra_Pradesh,3,10,0
121995,121996,2743131,47,2,single,rented,no,Technician,Dibrugarh,Assam,2,14,0
14882,14883,7361429,58,2,single,rented,no,Web_designer,Thiruvananthapuram,Kerala,2,12,1
208369,208370,7247143,55,2,single,norent_noown,yes,Mechanical_engineer,Ongole,Andhra_Pradesh,2,11,0
53780,53781,9633948,78,5,single,rented,no,Scientist,Pallavaram,Tamil_Nadu,5,14,1
25279,25280,6196316,32,7,single,rented,no,Mechanical_engineer,Gulbarga,Karnataka,7,12,0
371,372,5273396,30,13,single,rented,no,Physician,Proddatur,Andhra_Pradesh,4,11,0
118923,118924,4995211,68,9,single,rented,no,Firefighter,Akola,Maharashtra,9,11,0
49675,49676,9145188,54,18,single,rented,no,Firefighter,Dhanbad,Jharkhand,14,13,0
244782,244783,2209239,46,8,single,rented,no,Lawyer,Kamarhati,West_Bengal,7,14,1
91521,91522,4262611,57,0,single,rented,no,Aviator,Gopalpur,West_Bengal,0,10,1
84976,84977,5879597,46,17,single,rented,no,Graphic_Designer,Bathinda,Punjab,9,11,0
104845,104846,3218377,66,15,single,rented,no,Statistician,Nadiad,Gujarat,7,14,0
217917,217918,8258438,28,13,single,rented,no,Analyst,Durgapur,West_Bengal,7,11,0
5628,5629,1632386,43,20,single,rented,no,Army_officer,Gudivada,Andhra_Pradesh,11,14,0
25318,25319,1906089,27,14,single,rented,no,Computer_hardware_engineer,Nagpur,Maharashtra,5,13,1
164712,164713,7331180,56,5,single,rented,no,Design_Engineer,Gorakhpur,Uttar_Pradesh,4,14,0
235870,235871,2779791,62,11,single,rented,no,Financial_Analyst,Ambattur,Tamil_Nadu,4,12,0
32321,32322,9961107,33,15,single,rented,yes,Surveyor,Karimnagar,Telangana,11,14,0
180017,180018,8929282,36,19,single,rented,no,Computer_hardware_engineer,Mumbai,Maharashtra,3,12,0
101601,101602,7622856,59,5,single,owned,no,Lawyer,Thanjavur,Tamil_Nadu,5,11,0
243228,243229,4511156,37,7,single,rented,no,Computer_operator,Hajipur[31],Bihar,3,12,1
18189,18190,8089960,64,11,single,rented,no,Technical_writer,Berhampore,West_Bengal,11,14,0
179505,179506,7932994,57,18,single,rented,yes,Chemical_engineer,Bellary,Karnataka,12,11,0
237747,237748,8147106,30,5,single,rented,no,Magistrate,Panipat,Haryana,5,13,0
59195,59196,1051358,43,14,single,rented,no,Computer_hardware_engineer,Indore,Madhya_Pradesh,7,10,0
226584,226585,9974780,35,11,single,rented,no,Surveyor,Panvel,Maharashtra,9,11,0
134793,134794,5866909,41,15,single,rented,no,Firefighter,Bahraich,Uttar_Pradesh,14,10,0
77694,77695,228131,30,5,single,rented,no,Technician,Kakinada,Andhra_Pradesh,5,12,1
71895,71896,4097238,53,5,single,rented,no,Design_Engineer,Berhampur,Odisha,5,14,0
105717,105718,6598959,38,14,single,rented,no,Politician,Jaipur,Rajasthan,11,11,0
61463,61464,6913078,38,14,married,rented,no,Aviator,Sirsa,Haryana,3,14,1
248534,248535,898530,56,3,single,rented,no,Petroleum_Engineer,Sikar,Rajasthan,3,13,0
138745,138746,5545675,44,9,single,rented,no,Web_designer,Surendranagar_Dudhrej,Gujarat,6,12,0
36916,36917,5296773,34,3,single,rented,no,Financial_Analyst,Pune,Maharashtra,3,13,0
233712,233713,501583,31,14,single,rented,yes,Web_designer,Ballia,Uttar_Pradesh,9,10,0
240961,240962,9229311,49,17,single,rented,yes,Financial_Analyst,Jalna,Maharashtra,7,10,1
233237,233238,1906452,44,5,married,norent_noown,no,Drafter,Bidar,Karnataka,3,12,1
154167,154168,9867211,56,2,single,rented,no,Chartered_Accountant,Munger,Bihar,2,14,1
179820,179821,2926684,35,1,single,rented,yes,Engineer,Kolhapur,Maharashtra,1,11,0
35250,35251,2003507,61,5,single,rented,no,Dentist,Faridabad,Haryana,3,10,0
9702,9703,7907929,31,20,single,rented,no,Secretary,Pune,Maharashtra,12,11,0
112841,112842,1275642,40,11,single,rented,no,Technical_writer,Gangtok,Sikkim,11,10,0
192596,192597,2319807,79,20,single,rented,no,Chemical_engineer,Raichur,Karnataka,9,10,0
43120,43121,1303835,23,3,single,rented,no,Mechanical_engineer,Rewa,Madhya_Pradesh,3,13,0
129710,129711,4726819,67,5,single,rented,no,Consultant,Davanagere,Karnataka,5,13,0
19109,19110,4613126,65,18,single,rented,yes,Consultant,Hyderabad,Telangana,6,11,0
33975,33976,1955543,22,6,married,rented,yes,Police_officer,Kollam,Kerala,6,14,0
66311,66312,949253,59,6,married,rented,no,Economist,Shimoga,Karnataka,6,10,0
113156,113157,8748167,36,10,single,rented,no,Surveyor,Bhiwandi,Maharashtra,10,14,1
62653,62654,4631758,63,1,single,owned,no,Surveyor,Giridih,Jharkhand,1,11,0
37636,37637,6130465,25,16,single,rented,no,Civil_engineer,Sonipat,Haryana,3,11,0
193297,193298,254930,69,0,single,owned,no,Aviator,Nangloi_Jat,Delhi,0,11,0
242593,242594,3682062,56,7,single,rented,no,Secretary,Dindigul,Tamil_Nadu,4,12,1
119413,119414,3729339,73,3,single,rented,no,Biomedical_Engineer,Bidhannagar,West_Bengal,3,14,0
116993,116994,9402303,72,9,single,rented,no,Army_officer,Aligarh,Uttar_Pradesh,5,10,0
70841,70842,7341279,50,0,single,rented,no,Industrial_Engineer,Rajpur_Sonarpur,West_Bengal,0,11,0
167291,167292,6915937,64,0,single,rented,no,Civil_servant,Jalgaon,Maharashtra,0,12,0
216964,216965,2280715,60,17,single,rented,no,Official,Erode[17],Tamil_Nadu,10,14,0
29133,29134,6081941,22,19,single,rented,yes,Financial_Analyst,Kollam,Kerala,6,12,0
128891,128892,7450010,25,5,single,rented,yes,Civil_servant,Panihati,West_Bengal,5,10,0
213706,213707,871215,68,19,single,rented,yes,Financial_Analyst,Shivpuri,Madhya_Pradesh,6,11,0
56902,56903,2003507,61,5,single,rented,no,Dentist,Faridabad,Haryana,3,10,0
241417,241418,3021914,66,20,single,rented,no,Magistrate,Hazaribagh,Jharkhand,4,14,0
179405,179406,8440210,79,18,single,rented,no,Politician,Meerut,Uttar_Pradesh,5,10,0
137849,137850,5732142,25,2,single,rented,no,Air_traffic_controller,Davanagere,Karnataka,2,11,0
140693,140694,3148837,37,17,single,rented,yes,Psychologist,Bhagalpur,Bihar,13,13,0
144042,144043,5032273,53,2,single,rented,no,Computer_operator,Gandhidham,Gujarat,2,12,0
48704,48705,227394,56,12,single,rented,no,Firefighter,Patna,Bihar,5,14,0
46904,46905,8652626,64,4,single,rented,yes,Petroleum_Engineer,Thrissur,Kerala,4,14,0
160694,160695,4043789,55,17,single,rented,no,Chef,Hospet,Karnataka,10,11,0
48566,48567,9311486,68,9,single,rented,no,Lawyer,Panchkula,Haryana,9,12,0
115627,115628,9846056,28,12,single,rented,no,Analyst,Noida,Uttar_Pradesh,12,13,0
11393,11394,6019535,75,9,single,rented,yes,Surveyor,Nadiad,Gujarat,3,13,0
184130,184131,346205,68,14,single,rented,no,Police_officer,Bhiwani,Haryana,6,13,0
238177,238178,5009627,77,6,single,rented,yes,Graphic_Designer,Warangal[11][12],Telangana,6,11,0
223485,223486,9515280,79,5,single,rented,no,Artist,Moradabad,Uttar_Pradesh,5,12,0
150913,150914,2461995,65,11,single,rented,no,Computer_operator,Sasaram[30],Bihar,11,11,0
62316,62317,9627469,48,17,married,rented,no,Drafter,Alwar,Rajasthan,6,14,0
44186,44187,6932717,37,0,single,rented,no,Engineer,Medininagar,Jharkhand,0,13,0
178328,178329,5653642,42,3,single,rented,no,Civil_engineer,Mumbai,Maharashtra,3,11,1
64006,64007,205482,49,4,single,rented,no,Technical_writer,Mangalore,Karnataka,4,11,0
9121,9122,7549491,31,17,single,rented,no,Technician,Saharanpur,Uttar_Pradesh,4,14,0
85221,85222,3109455,34,20,single,rented,yes,Analyst,Morena,Madhya_Pradesh,12,11,0
147377,147378,7829891,67,20,single,rented,no,Army_officer,Nagpur,Maharashtra,9,11,0
205990,205991,1896591,25,19,single,rented,no,Firefighter,Salem,Tamil_Nadu,5,13,0
170309,170310,1074945,69,16,single,rented,no,Physician,Navi_Mumbai,Maharashtra,11,11,0
76607,76608,8497305,70,11,single,rented,no,Lawyer,Satna,Madhya_Pradesh,8,10,0
231392,231393,769907,41,11,married,owned,yes,Industrial_Engineer,Warangal[11][12],Telangana,7,10,1
102298,102299,2522107,30,5,single,rented,no,Magistrate,Dibrugarh,Assam,5,13,0
32874,32875,1066119,69,16,single,rented,yes,Technician,Gorakhpur,Uttar_Pradesh,12,11,1
69500,69501,9058726,61,20,married,rented,no,Industrial_Engineer,Deoghar,Jharkhand,11,14,0
110194,110195,732443,65,4,single,rented,no,Physician,Karnal,Haryana,4,14,0
68969,68970,4125869,47,19,single,rented,no,Flight_attendant,New_Delhi,Delhi,13,12,0
72371,72372,3696953,30,17,single,rented,no,Web_designer,Allahabad,Uttar_Pradesh[5],4,11,0
217469,217470,8968377,33,7,married,rented,no,Software_Developer,Jalna,Maharashtra,3,14,1
82067,82068,8757417,69,5,single,rented,yes,Statistician,Jaunpur,Uttar_Pradesh,5,10,0
224063,224064,3019051,48,4,married,rented,no,Librarian,Raipur,Chhattisgarh,4,10,0
5060,5061,8743154,26,15,single,rented,yes,Web_designer,Eluru[25],Andhra_Pradesh,10,14,1
218984,218985,9638648,64,4,single,rented,yes,Engineer,Kishanganj[35],Bihar,4,13,1
74061,74062,296613,23,3,single,rented,yes,Designer,Miryalaguda,Telangana,3,13,0
123981,123982,2776169,27,16,single,rented,no,Flight_attendant,Mirzapur,Uttar_Pradesh,8,10,0
146763,146764,7921653,35,16,single,rented,no,Mechanical_engineer,Ichalkaranji,Maharashtra,6,14,0
